"rt","response","trial_index","time_elapsed","whichPrime","trialType","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"727","j","72","87327","","iat","Aunt","women","women","men","women","true",""
"588","j","74","88169","","iat","Lady","women","women","men","women","true",""
"614","f","76","89038","","iat","Boy","men","men","men","women","true",""
"1585","j","79","94275","","iat","History","liberal arts","liberal arts","science","liberal arts","true",""
"791","f","81","95320","","iat","Astronomy","science","science","science","liberal arts","true",""
"892","f","83","96466","","iat","Math","science","science","science","liberal arts","true",""
"1390","j","85","98111","","iat","Anthropology","liberal arts","liberal arts","science","liberal arts","true",""
"887","j","87","99252","","iat","Dance","liberal arts","liberal arts","science","liberal arts","true",""
"658","f","89","100165","","iat","Engineering","science","science","science","liberal arts","true",""
"701","j","91","101121","","iat","Arts","liberal arts","liberal arts","science","liberal arts","true",""
"635","f","93","102010","","iat","Chemistry","science","science","science","liberal arts","true",""
"631","f","95","102895","","iat","Engineering","science","science","science","liberal arts","true",""
"594","j","97","103743","","iat","Music","liberal arts","liberal arts","science","liberal arts","true",""
"571","j","99","104569","","iat","Dance","liberal arts","liberal arts","science","liberal arts","true",""
"750","j","101","105574","","iat","Sociology","liberal arts","liberal arts","science","liberal arts","true",""
"642","f","103","106470","","iat","Chemistry","science","science","science","liberal arts","true",""
"687","j","105","107411","","iat","English","liberal arts","liberal arts","science","liberal arts","true",""
"721","j","107","108387","","iat","Humanities","liberal arts","liberal arts","science","liberal arts","true",""
"732","f","109","109373","","iat","Ecology","science","science","science","liberal arts","true",""
"694","j","111","110323","","iat","Philosophy","liberal arts","liberal arts","science","liberal arts","true",""
"893","j","113","111470","","iat","English","liberal arts","liberal arts","science","liberal arts","true",""
"628","j","115","112351","","iat","Philosophy","liberal arts","liberal arts","science","liberal arts","true",""
"645","f","117","113251","","iat","Physics","science","science","science","liberal arts","true",""
"607","f","119","114112","","iat","Math","science","science","science","liberal arts","true",""
"632","f","121","114998","","iat","Physics","science","science","science","liberal arts","true",""
"782","f","123","116035","","iat","Statistics","science","science","science","liberal arts","true",""
"499","j","125","116788","","iat","Music","liberal arts","liberal arts","science","liberal arts","true",""
"534","j","127","117576","","iat","Literature","liberal arts","liberal arts","science","liberal arts","true",""
"652","f","129","118483","","iat","Ecology","science","science","science","liberal arts","true",""
"921","f","131","119659","","iat","Geology","science","science","science","liberal arts","true",""
"633","f","133","120546","","iat","Biology","science","science","science","liberal arts","true",""
"664","j","135","121464","","iat","Humanities","liberal arts","liberal arts","science","liberal arts","true",""
"733","f","137","122451","","iat","Robotics","science","science","science","liberal arts","true",""
"774","j","139","123480","","iat","Literature","liberal arts","liberal arts","science","liberal arts","true",""
"718","j","141","124451","","iat","Sociology","liberal arts","liberal arts","science","liberal arts","true",""
"612","f","143","125317","","iat","History","liberal arts","liberal arts","science","liberal arts","false",""
"1570","f","145","127141","","iat","Biology","science","science","science","liberal arts","true",""
"1315","j","147","128711","","iat","Robotics","science","science","science","liberal arts","false",""
"1313","f","149","130279","","iat","Astronomy","science","science","science","liberal arts","true",""
"3929","f","152","137558","","iat","Music","liberal arts","liberal arts or men","liberal arts or men","science or women","true",""
"1694","j","154","139507","","iat","Geology","science","science or women","liberal arts or men","science or women","true",""
"1055","j","156","140816","","iat","Girl","women","science or women","liberal arts or men","science or women","true",""
"727","j","158","141796","","iat","Wife","women","science or women","liberal arts or men","science or women","true",""
"973","f","160","143024","","iat","Arts","liberal arts","liberal arts or men","liberal arts or men","science or women","true",""
"2089","j","162","145366","","iat","Woman","women","science or women","liberal arts or men","science or women","true",""
"3890","f","164","149511","","iat","Brother","men","liberal arts or men","liberal arts or men","science or women","true",""
"885","j","166","150649","","iat","Daughter","women","science or women","liberal arts or men","science or women","true",""
"1035","j","168","151938","","iat","Mother","women","science or women","liberal arts or men","science or women","true",""
"1547","f","170","153740","","iat","History","liberal arts","liberal arts or men","liberal arts or men","science or women","true",""
"985","j","172","154980","","iat","Math","science","science or women","liberal arts or men","science or women","true",""
"2073","j","174","157307","","iat","Biology","science","science or women","liberal arts or men","science or women","true",""
"771","j","176","158332","","iat","Sister","women","science or women","liberal arts or men","science or women","true",""
"793","f","178","159379","","iat","Philosophy","liberal arts","liberal arts or men","liberal arts or men","science or women","true",""
"635","f","180","160268","","iat","Anthropology","liberal arts","liberal arts or men","liberal arts or men","science or women","true",""
"649","f","182","161171","","iat","Literature","liberal arts","liberal arts or men","liberal arts or men","science or women","true",""
"864","j","184","162289","","iat","Lady","women","science or women","liberal arts or men","science or women","true",""
"641","j","186","163185","","iat","Female","women","science or women","liberal arts or men","science or women","true",""
"841","j","188","164281","","iat","Chemistry","science","science or women","liberal arts or men","science or women","true",""
"726","f","190","165262","","iat","Son","men","liberal arts or men","liberal arts or men","science or women","true",""
"824","f","192","166341","","iat","English","liberal arts","liberal arts or men","liberal arts or men","science or women","true",""
"582","f","194","167177","","iat","Gentleman","men","liberal arts or men","liberal arts or men","science or women","true",""
"637","j","196","168068","","iat","Dance","liberal arts","liberal arts or men","liberal arts or men","science or women","false",""
"2894","j","198","171216","","iat","Astronomy","science","science or women","liberal arts or men","science or women","true",""
"710","j","200","172181","","iat","Physics","science","science or women","liberal arts or men","science or women","true",""
"625","j","202","173060","","iat","Engineering","science","science or women","liberal arts or men","science or women","true",""
"847","f","204","174160","","iat","Man","men","liberal arts or men","liberal arts or men","science or women","true",""
"1004","j","206","175419","","iat","Statistics","science","science or women","liberal arts or men","science or women","true",""
"1257","j","208","176931","","iat","Ecology","science","science or women","liberal arts or men","science or women","true",""
"970","f","210","178156","","iat","Husband","men","liberal arts or men","liberal arts or men","science or women","true",""
"1168","j","212","179579","","iat","Humanities","liberal arts","liberal arts or men","liberal arts or men","science or women","false",""
"2549","j","214","182382","","iat","Aunt","women","science or women","liberal arts or men","science or women","true",""
"1662","f","216","184298","","iat","Uncle","men","liberal arts or men","liberal arts or men","science or women","true",""
"650","f","218","185203","","iat","Boy","men","liberal arts or men","liberal arts or men","science or women","true",""
"746","f","220","186203","","iat","Male","men","liberal arts or men","liberal arts or men","science or women","true",""
"778","f","222","187234","","iat","Father","men","liberal arts or men","liberal arts or men","science or women","true",""
"1628","f","225","191170","","iat","Gentleman","men","science or men","science or men","liberal arts or women","true",""
"1058","j","227","192483","","iat","Sister","women","liberal arts or women","science or men","liberal arts or women","true",""
"2361","f","229","195099","","iat","Male","men","science or men","science or men","liberal arts or women","true",""
"736","f","231","196090","","iat","Husband","men","science or men","science or men","liberal arts or women","true",""
"1695","j","233","198040","","iat","Arts","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"971","f","235","199265","","iat","Uncle","men","science or men","science or men","liberal arts or women","true",""
"350","j","237","199869","","iat","Girl","women","liberal arts or women","science or men","liberal arts or women","true",""
"826","j","239","200949","","iat","Grandma","women","liberal arts or women","science or men","liberal arts or women","true",""
"776","f","241","201980","","iat","Statistics","science","science or men","science or men","liberal arts or women","true",""
"640","f","243","202874","","iat","Robotics","science","science or men","science or men","liberal arts or women","true",""
"1714","f","245","204842","","iat","History","liberal arts","liberal arts or women","science or men","liberal arts or women","false",""
"658","f","247","205754","","iat","Ecology","science","science or men","science or men","liberal arts or women","true",""
"573","f","249","206582","","iat","Sociology","liberal arts","liberal arts or women","science or men","liberal arts or women","false",""
"1880","j","251","208716","","iat","Literature","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"813","j","253","209783","","iat","Wife","women","liberal arts or women","science or men","liberal arts or women","true",""
"1259","f","255","211297","","iat","Geology","science","science or men","science or men","liberal arts or women","true",""
"847","j","257","212399","","iat","English","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"707","j","259","213360","","iat","Engineering","science","science or men","science or men","liberal arts or women","false",""
"777","j","261","214390","","iat","Music","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"710","f","263","215354","","iat","Father","men","science or men","science or men","liberal arts or women","true",""
"699","j","265","216307","","iat","Daughter","women","liberal arts or women","science or men","liberal arts or women","true",""
"1217","f","267","217777","","iat","Grandpa","men","science or men","science or men","liberal arts or women","true",""
"691","j","269","218723","","iat","Dance","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"933","f","271","219910","","iat","Chemistry","science","science or men","science or men","liberal arts or women","true",""
"1879","j","273","222044","","iat","Woman","women","liberal arts or women","science or men","liberal arts or women","true",""
"1175","f","275","223474","","iat","Man","men","science or men","science or men","liberal arts or women","true",""
"761","j","277","224489","","iat","Humanities","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"1143","f","279","225886","","iat","Son","men","science or men","science or men","liberal arts or women","true",""
"622","j","281","226762","","iat","Mother","women","liberal arts or women","science or men","liberal arts or women","true",""
"1143","j","283","228160","","iat","Anthropology","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"878","f","285","229293","","iat","Biology","science","science or men","science or men","liberal arts or women","true",""
"657","f","287","230203","","iat","Boy","men","science or men","science or men","liberal arts or women","true",""
"902","j","289","231360","","iat","Philosophy","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"779","f","291","232393","","iat","Brother","men","science or men","science or men","liberal arts or women","true",""
"842","j","293","233490","","iat","Female","women","liberal arts or women","science or men","liberal arts or women","true",""
"578","f","295","234321","","iat","Astronomy","science","science or men","science or men","liberal arts or women","true",""
"48376","{""Q0"":2,""Q1"":6,""Q2"":1,""Q3"":5,""Q4"":1,""Q5"":4,""Q6"":3,""Q7"":5,""Q8"":1,""Q9"":6}","297","282955","","questionnaire","","","","","","","[0,1,2,3,4,5,6,7,8,9]"
