"rt","response","trial_index","time_elapsed","whichPrime","trialType","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"1161","j","74","239985","","iat","Geology","science","science","liberal arts","science","true",""
"1152","j","76","241390","","iat","Statistics","science","science","liberal arts","science","true",""
"1715","j","79","249159","","iat","Grandpa","men","men","women","men","true",""
"1065","f","81","250478","","iat","Female","women","women","women","men","true",""
"1755","j","83","252486","","iat","Uncle","men","men","women","men","true",""
"1154","f","85","253893","","iat","Woman","women","women","women","men","true",""
"943","j","87","255090","","iat","Man","men","men","women","men","true",""
"951","f","89","256295","","iat","Woman","women","women","women","men","true",""
"1063","f","91","257612","","iat","Lady","women","women","women","men","true",""
"1412","f","93","259278","","iat","Daughter","women","women","women","men","true",""
"967","f","95","260499","","iat","Wife","women","women","women","men","true",""
"1580","j","97","262334","","iat","Boy","men","men","women","men","true",""
"869","j","99","263455","","iat","Uncle","men","men","women","men","true",""
"1099","j","101","264806","","iat","Gentleman","men","men","women","men","true",""
"893","f","103","265953","","iat","Mother","women","women","women","men","true",""
"1536","j","105","267744","","iat","Brother","men","men","women","men","true",""
"1410","f","107","269408","","iat","Aunt","women","women","women","men","true",""
"1305","j","109","270966","","iat","Brother","men","men","women","men","true",""
"1361","f","111","272582","","iat","Aunt","women","women","women","men","true",""
"1416","f","113","274252","","iat","Wife","women","women","women","men","true",""
"1986","f","115","276492","","iat","Grandma","women","women","women","men","true",""
"1289","j","117","278036","","iat","Male","men","men","women","men","true",""
"1169","f","119","279459","","iat","Mother","women","women","women","men","true",""
"1183","f","121","280897","","iat","Female","women","women","women","men","true",""
"1487","j","123","282637","","iat","Father","men","men","women","men","true",""
"1051","j","125","283940","","iat","Gentleman","men","men","women","men","true",""
"1338","j","127","285533","","iat","Son","men","men","women","men","true",""
"1320","j","129","287107","","iat","Grandpa","men","men","women","men","true",""
"1066","f","131","288427","","iat","Girl","women","women","women","men","true",""
"797","j","133","289480","","iat","Husband","men","men","women","men","true",""
"690","f","135","290424","","iat","Daughter","women","women","women","men","true",""
"426","j","137","291102","","iat","Man","men","men","women","men","true",""
"762","j","139","292119","","iat","Husband","men","men","women","men","true",""
"762","f","141","293135","","iat","Sister","women","women","women","men","true",""
"763","j","143","294152","","iat","Son","men","men","women","men","true",""
"997","f","145","295404","","iat","Grandma","women","women","women","men","true",""
"954","j","147","296614","","iat","Father","men","men","women","men","true",""
"673","f","149","297541","","iat","Girl","women","women","women","men","true",""
"1354","j","152","309379","","iat","History","liberal arts","liberal arts or men","science or women","liberal arts or men","true",""
"829","f","154","310463","","iat","Astronomy","science","science or women","science or women","liberal arts or men","true",""
"1068","f","156","311785","","iat","Son","men","liberal arts or men","science or women","liberal arts or men","false",""
"4839","j","158","316879","","iat","Boy","men","liberal arts or men","science or women","liberal arts or men","true",""
"1855","j","160","318988","","iat","Literature","liberal arts","liberal arts or men","science or women","liberal arts or men","true",""
"1123","f","162","320364","","iat","Grandma","women","science or women","science or women","liberal arts or men","true",""
"1547","f","164","322166","","iat","Geology","science","science or women","science or women","liberal arts or men","true",""
"753","f","166","323173","","iat","Robotics","science","science or women","science or women","liberal arts or men","true",""
"951","j","168","324376","","iat","Husband","men","liberal arts or men","science or women","liberal arts or men","true",""
"917","f","170","325547","","iat","Chemistry","science","science or women","science or women","liberal arts or men","true",""
"1320","f","172","327122","","iat","Girl","women","science or women","science or women","liberal arts or men","true",""
"2733","j","174","330108","","iat","Brother","men","liberal arts or men","science or women","liberal arts or men","true",""
"1841","j","176","332204","","iat","Arts","liberal arts","liberal arts or men","science or women","liberal arts or men","true",""
"1607","f","178","334065","","iat","Woman","women","science or women","science or women","liberal arts or men","true",""
"1190","f","180","335508","","iat","Math","science","science or women","science or women","liberal arts or men","true",""
"885","j","182","336647","","iat","Philosophy","liberal arts","liberal arts or men","science or women","liberal arts or men","true",""
"1143","f","184","338044","","iat","Lady","women","science or women","science or women","liberal arts or men","true",""
"1038","j","186","339338","","iat","Grandpa","men","liberal arts or men","science or women","liberal arts or men","true",""
"986","j","188","340578","","iat","Gentleman","men","liberal arts or men","science or women","liberal arts or men","true",""
"1587","j","190","342419","","iat","Humanities","liberal arts","liberal arts or men","science or women","liberal arts or men","true",""
"2419","f","192","345090","","iat","Biology","science","science or women","science or women","liberal arts or men","true",""
"1773","j","194","347118","","iat","Music","liberal arts","liberal arts or men","science or women","liberal arts or men","true",""
"947","f","196","348319","","iat","Sister","women","science or women","science or women","liberal arts or men","true",""
"1287","f","198","349861","","iat","Ecology","science","science or women","science or women","liberal arts or men","true",""
"967","f","200","351082","","iat","Wife","women","science or women","science or women","liberal arts or men","true",""
"907","j","202","352244","","iat","Anthropology","liberal arts","liberal arts or men","science or women","liberal arts or men","true",""
"1133","f","204","353631","","iat","Statistics","science","science or women","science or women","liberal arts or men","true",""
"755","f","206","354641","","iat","Physics","science","science or women","science or women","liberal arts or men","true",""
"861","j","208","355756","","iat","Sociology","liberal arts","liberal arts or men","science or women","liberal arts or men","true",""
"966","f","210","356977","","iat","Female","women","science or women","science or women","liberal arts or men","true",""
"506","f","212","357737","","iat","Daughter","women","science or women","science or women","liberal arts or men","true",""
"1096","j","214","359088","","iat","Dance","liberal arts","liberal arts or men","science or women","liberal arts or men","true",""
"1877","j","216","361220","","iat","English","liberal arts","liberal arts or men","science or women","liberal arts or men","true",""
"1612","j","218","363086","","iat","Uncle","men","liberal arts or men","science or women","liberal arts or men","true",""
"1199","f","220","364540","","iat","Engineering","science","science or women","science or women","liberal arts or men","true",""
"856","j","222","365650","","iat","Man","men","liberal arts or men","science or women","liberal arts or men","true",""
"1276","f","225","382557","","iat","Grandpa","men","science or men","science or men","liberal arts or women","true",""
"995","f","227","383807","","iat","Physics","science","science or men","science or men","liberal arts or women","true",""
"1683","j","229","385744","","iat","Philosophy","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"3660","j","231","389659","","iat","Music","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"1778","f","233","391691","","iat","Chemistry","science","science or men","science or men","liberal arts or women","true",""
"1156","f","235","393101","","iat","Biology","science","science or men","science or men","liberal arts or women","true",""
"1050","j","237","394406","","iat","Sociology","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"1154","f","239","395813","","iat","Father","men","science or men","science or men","liberal arts or women","true",""
"2178","j","241","398245","","iat","History","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"2059","f","243","400559","","iat","Ecology","science","science or men","science or men","liberal arts or women","true",""
"1228","f","245","402041","","iat","Brother","men","science or men","science or men","liberal arts or women","true",""
"728","j","247","403023","","iat","Woman","women","liberal arts or women","science or men","liberal arts or women","true",""
"1435","f","249","404713","","iat","Engineering","science","science or men","science or men","liberal arts or women","true",""
"1722","f","251","406688","","iat","Uncle","men","science or men","science or men","liberal arts or women","true",""
"1648","j","253","408591","","iat","Mother","women","liberal arts or women","science or men","liberal arts or women","true",""
"1800","j","255","410646","","iat","Anthropology","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"1517","j","257","412417","","iat","Girl","women","liberal arts or women","science or men","liberal arts or women","true",""
"1608","j","259","414279","","iat","Dance","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"1146","j","261","415678","","iat","Grandma","women","liberal arts or women","science or men","liberal arts or women","true",""
"1428","j","263","417360","","iat","English","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"1195","j","265","418810","","iat","Humanities","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"1278","f","267","420342","","iat","Robotics","science","science or men","science or men","liberal arts or women","true",""
"1378","j","269","421974","","iat","Wife","women","liberal arts or women","science or men","liberal arts or women","true",""
"943","f","271","423171","","iat","Husband","men","science or men","science or men","liberal arts or women","true",""
"1741","j","273","425166","","iat","Sister","women","liberal arts or women","science or men","liberal arts or women","true",""
"1634","f","275","427053","","iat","Boy","men","science or men","science or men","liberal arts or women","true",""
"1099","f","277","428407","","iat","Statistics","science","science or men","science or men","liberal arts or women","true",""
"1255","j","279","429916","","iat","Lady","women","liberal arts or women","science or men","liberal arts or women","true",""
"905","f","281","431076","","iat","Male","men","science or men","science or men","liberal arts or women","true",""
"829","j","283","432160","","iat","Aunt","women","liberal arts or women","science or men","liberal arts or women","true",""
"1280","j","285","433694","","iat","Female","women","liberal arts or women","science or men","liberal arts or women","true",""
"1805","f","287","435754","","iat","Son","men","science or men","science or men","liberal arts or women","true",""
"1665","f","289","437673","","iat","Geology","science","science or men","science or men","liberal arts or women","true",""
"2298","j","291","440225","","iat","Literature","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"2421","f","293","442900","","iat","Math","science","science or men","science or men","liberal arts or women","true",""
"1965","f","295","445119","","iat","Astronomy","science","science or men","science or men","liberal arts or women","true",""
"42977","{""Q0"":0,""Q1"":6,""Q2"":0,""Q3"":6,""Q4"":0,""Q5"":6,""Q6"":0,""Q7"":6,""Q8"":0,""Q9"":6}","297","488355","","questionnaire","","","","","","","[0,1,2,3,4,5,6,7,8,9]"
